V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,target
5.637,2.2966,0.0,0.0,0.0,1.0,0.0,38.5,3.0,0.0,0.0,1.646,3.144,0.853,10.63,0.0,0.964,1.128,0.0,0.0,0.0,1.267,3.0,0.0,0.0,0.0,2.554,-0.006,0.0,0.0,0.986,2.0,0.0,0.0,0.0,3.676,1.658,0.0,8.065,0.0,0.0,2
5.814,2.4328,0.0,0.0,0.0,2.0,0.0,34.5,3.0,1.0,0.0,0.0,3.227,0.845,10.926,4.0,0.975,1.136,0.0,0.0,0.0,1.223,3.0,0.0,0.0,0.0,2.62,0.003,0.0,0.0,0.811,1.0,0.0,0.0,1.0,3.693,1.97,0.0,8.05,0.0,0.0,2
4.732,2.9426,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,0.0,0.417,2.767,0.959,9.464,1.0,1.042,1.125,0.0,0.0,0.0,1.208,1.0,0.0,0.0,0.0,2.236,0.145,0.0,9.827,1.138,0.0,0.0,0.0,0.0,3.603,3.056,0.0,7.829,0.0,0.0,2
4.923,2.7291,0.0,0.0,0.0,0.0,2.0,50.0,0.0,2.0,0.0,-0.199,3.266,0.664,10.037,5.0,1.019,1.104,0.0,0.0,0.0,1.266,3.0,0.0,0.0,0.0,2.376,-0.008,0.0,10.843,1.057,0.0,0.0,0.0,0.0,3.783,2.5,0.0,8.33,1.0,0.0,2
4.414,3.2274,0.0,0.0,0.0,0.0,0.0,45.5,0.0,2.0,0.0,0.0,2.935,1.203,9.209,1.0,1.038,1.114,0.0,0.0,0.0,1.296,1.0,0.0,0.0,0.0,2.152,-0.085,0.0,9.774,1.496,0.0,0.0,0.0,0.0,3.67,2.881,0.0,8.002,0.0,0.0,2
4.414,2.3717,0.0,0.0,0.0,0.0,0.0,29.4,1.0,2.0,0.0,0.0,2.789,1.203,9.209,1.0,1.004,1.147,0.0,0.0,0.0,1.141,1.0,0.0,0.0,0.0,2.152,-0.074,0.0,0.0,1.496,0.0,0.0,0.0,1.0,3.238,2.405,0.0,7.243,0.0,0.0,2
4.982,2.8025,0.0,0.0,2.0,0.0,2.0,50.0,0.0,2.0,2.0,-0.601,3.38,0.762,10.226,6.0,1.033,1.109,0.0,0.0,0.0,1.261,3.0,0.0,0.0,0.0,2.424,0.004,0.0,21.888,1.027,0.0,0.0,2.0,1.0,3.853,2.833,1.0,8.508,0.0,0.0,2
4.651,2.7156,0.0,0.0,0.0,0.0,0.0,31.3,0.0,1.0,0.0,0.292,2.826,0.917,9.502,3.0,0.998,1.148,0.0,0.0,0.0,1.19,1.0,0.0,0.0,0.0,2.214,-0.074,0.0,10.5,0.918,0.0,0.0,2.0,0.0,3.482,2.452,1.0,7.624,0.0,0.0,2
4.802,3.0226,0.0,0.0,1.0,0.0,2.0,50.0,0.0,0.0,2.0,0.0,3.174,0.0,9.805,0.0,0.985,1.109,0.0,0.0,0.0,1.359,3.0,0.0,0.0,1.0,2.323,0.013,0.0,0.0,0.95,0.0,0.0,3.0,1.0,3.868,1.981,1.0,8.357,0.0,0.0,2
5.164,3.2947,1.0,0.0,0.0,0.0,0.0,23.1,0.0,3.0,0.0,0.0,3.108,0.917,9.968,4.0,1.055,1.138,0.0,0.0,0.0,1.188,1.0,0.0,0.0,0.0,2.256,-0.081,0.0,20.417,0.939,0.0,0.0,0.0,0.0,4.681,3.274,0.0,9.289,0.0,0.0,2
4.826,2.731,0.0,0.0,6.0,0.0,0.0,25.0,3.0,3.0,9.0,0.0,3.525,1.654,10.121,0.0,1.007,1.163,0.0,0.0,0.0,1.12,1.0,0.0,0.0,0.0,2.303,-0.001,0.0,0.0,1.916,0.0,0.0,3.0,3.0,3.396,2.5,3.0,8.023,0.0,0.0,2
4.829,2.9046,1.0,0.0,1.0,0.0,2.0,39.3,2.0,3.0,2.0,-0.664,3.786,1.875,10.281,6.0,1.025,1.127,0.0,0.0,0.0,1.227,1.0,0.0,0.0,0.0,2.284,0.0,0.0,22.271,3.31,0.0,1.0,3.0,1.0,3.74,2.736,1.0,8.888,1.0,1.0,2
5.439,2.3629,2.0,0.0,2.0,0.0,0.0,23.5,0.0,11.0,7.0,-0.945,4.381,1.871,11.509,12.0,1.055,1.155,0.0,0.0,0.0,1.154,2.0,0.0,0.0,0.0,2.466,0.0,0.0,35.388,5.533,0.0,0.0,4.0,5.0,4.61,3.182,4.0,9.993,0.0,0.0,2
4.739,2.6454,0.0,0.0,2.0,0.0,1.0,39.1,0.0,2.0,1.0,-0.959,3.394,1.695,9.972,2.0,1.008,1.13,0.0,0.0,0.0,1.218,1.0,0.0,0.0,0.0,2.212,0.004,0.0,10.379,2.815,0.0,0.0,2.0,3.0,3.585,2.764,1.0,8.319,0.0,0.0,2
4.659,3.7176,2.0,0.0,0.0,0.0,0.0,23.1,0.0,4.0,0.0,-2.138,3.714,2.128,10.094,4.0,1.042,1.144,0.0,0.0,0.0,1.174,0.0,0.0,0.0,0.0,2.125,-0.002,0.0,20.538,4.56,0.0,0.0,4.0,6.0,4.061,3.333,2.0,8.992,0.0,0.0,2
3.975,2.8897,0.0,0.0,0.0,0.0,0.0,32.3,2.0,0.0,0.0,0.0,3.699,3.322,9.707,0.0,0.961,1.141,0.0,0.0,0.0,1.209,0.0,0.0,0.0,0.0,1.978,0.0,0.0,0.0,8.122,0.0,0.0,0.0,0.0,2.994,1.55,0.0,7.896,0.0,0.0,2
4.17,2.607,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,2.0,0.0,2.373,0.971,8.597,0.0,0.97,1.161,0.0,0.0,0.0,1.133,0.0,0.0,0.0,0.0,1.848,0.322,0.0,0.0,1.542,0.0,0.0,1.0,2.0,2.983,2.167,1.0,6.635,0.0,0.0,2
3.0,1.8227,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.883,0.918,6.594,0.0,0.975,1.174,0.0,0.0,0.0,1.126,0.0,0.0,0.0,0.0,1.414,0.764,0.0,0.0,1.333,0.0,0.0,0.0,1.0,2.642,2.167,1.0,5.834,0.0,0.0,2
3.618,2.3911,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,2.359,1.522,7.853,0.0,0.97,1.161,0.0,0.0,0.0,1.129,0.0,0.0,0.0,0.0,1.732,0.33,0.0,0.0,2.094,0.0,0.0,2.0,1.0,2.848,1.9,1.0,6.432,0.0,0.0,2
3.0,1.8205,0.0,0.0,0.0,0.0,0.0,22.2,2.0,1.0,0.0,0.0,1.926,0.918,6.594,0.0,0.998,1.162,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,1.414,0.826,0.0,0.0,1.333,0.0,0.0,0.0,1.0,2.651,3.167,0.0,5.86,0.0,0.0,2
4.0,2.5101,0.0,0.0,0.0,0.0,0.0,25.0,2.0,1.0,0.0,0.0,2.199,0.811,8.318,0.0,0.988,1.156,0.0,0.0,0.0,1.118,0.0,0.0,0.0,0.0,1.732,-0.552,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.97,2.833,0.0,6.539,0.0,0.0,2
4.444,3.1402,0.0,0.0,0.0,0.0,0.0,29.6,3.0,1.0,0.0,0.0,2.946,1.891,9.202,2.0,0.973,1.146,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,2.042,0.038,0.0,0.0,2.602,0.0,0.0,0.0,1.0,3.096,2.093,0.0,7.197,0.0,0.0,2
3.879,2.6274,0.0,0.0,0.0,0.0,0.0,29.6,2.0,1.0,0.0,0.0,2.938,2.281,8.743,1.0,0.973,1.146,0.0,0.0,0.0,1.161,0.0,0.0,0.0,0.0,1.902,0.039,0.0,0.0,3.685,0.0,0.0,0.0,1.0,2.936,2.056,0.0,7.087,0.0,0.0,2
3.95,2.7989,0.0,0.0,0.0,0.0,0.0,31.0,2.0,1.0,0.0,0.0,3.364,2.807,9.296,1.0,0.969,1.143,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,1.956,-0.002,0.0,0.0,5.698,0.0,0.0,0.0,1.0,2.976,1.857,0.0,7.552,0.0,0.0,2
5.391,3.7046,1.0,0.0,0.0,0.0,0.0,26.7,8.0,4.0,0.0,0.0,3.838,1.735,10.648,12.0,0.979,1.139,0.0,0.0,0.0,1.532,0.0,0.0,0.0,0.0,2.358,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,5.127,2.108,0.0,9.921,0.0,0.0,2
3.732,2.477,0.0,0.0,0.0,0.0,0.0,25.0,2.0,2.0,0.0,0.0,2.597,1.585,8.16,2.0,1.005,1.156,0.0,0.0,0.0,1.069,0.0,0.0,0.0,0.0,1.802,-0.229,0.0,0.0,2.488,0.0,0.0,0.0,2.0,2.897,3.0,0.0,6.732,0.0,0.0,2
3.973,3.0163,0.0,0.0,0.0,0.0,0.0,32.7,2.0,1.0,0.0,0.0,3.68,3.301,9.649,1.0,0.968,1.14,0.0,0.0,0.0,1.202,0.0,0.0,0.0,0.0,1.975,0.0,0.0,0.0,7.718,0.0,0.0,0.0,1.0,3.129,1.816,0.0,7.984,0.0,0.0,2
3.414,2.4719,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,0.0,0.0,2.263,1.0,7.408,1.0,0.998,1.146,0.0,0.0,0.0,1.141,0.0,0.0,0.0,0.0,1.618,-0.611,0.0,0.0,1.707,0.0,0.0,0.0,1.0,2.974,3.125,0.0,6.631,0.0,0.0,2
3.414,2.1848,0.0,0.0,0.0,0.0,0.0,18.2,2.0,1.0,0.0,0.0,2.211,1.0,7.408,0.0,1.007,1.178,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0,1.618,-0.603,0.0,0.0,1.707,0.0,0.0,1.0,3.0,2.79,3.25,1.0,6.251,0.0,0.0,2
4.334,3.1387,0.0,0.0,0.0,0.0,0.0,26.3,2.0,2.0,0.0,0.0,2.746,1.557,8.944,2.0,0.998,1.153,0.0,0.0,0.0,1.099,0.0,0.0,0.0,0.0,1.97,0.135,0.0,0.0,2.195,0.0,0.0,0.0,1.0,3.114,2.548,0.0,7.098,0.0,0.0,2
3.0,2.311,0.0,0.0,0.0,0.0,0.0,28.6,1.0,1.0,0.0,0.0,2.03,0.918,6.594,0.0,1.014,1.149,0.0,0.0,0.0,1.177,0.0,0.0,0.0,0.0,1.414,0.903,0.0,8.806,1.333,0.0,0.0,0.0,0.0,2.991,3.667,0.0,6.578,0.0,0.0,2
4.17,2.8963,0.0,0.0,0.0,0.0,0.0,30.8,2.0,1.0,0.0,0.0,2.466,0.971,8.597,2.0,0.989,1.144,0.0,0.0,0.0,1.196,0.0,0.0,0.0,0.0,1.848,0.363,0.0,9.505,1.542,0.0,0.0,0.0,0.0,3.18,2.867,0.0,7.056,0.0,0.0,2
4.414,3.1682,0.0,0.0,0.0,0.0,0.0,31.6,3.0,1.0,0.0,0.287,2.768,1.379,9.222,1.0,0.98,1.142,0.0,0.0,0.0,1.224,0.0,0.0,0.0,0.0,2.0,0.126,0.0,10.254,2.133,0.0,0.0,0.0,0.0,3.325,2.5,0.0,7.473,0.0,0.0,2
4.414,3.4137,0.0,0.0,0.0,0.0,0.0,33.3,2.0,2.0,0.0,-0.125,2.847,1.379,9.222,2.0,1.013,1.139,0.0,0.0,0.0,1.209,0.0,0.0,0.0,0.0,2.0,0.144,0.0,20.067,2.133,0.0,0.0,0.0,0.0,3.426,3.262,0.0,7.758,0.0,0.0,2
4.236,3.1869,0.0,0.0,0.0,0.0,0.0,34.6,1.0,2.0,0.0,-0.671,3.78,3.284,9.867,2.0,0.977,1.136,0.0,0.0,0.0,1.212,0.0,0.0,0.0,0.0,1.993,0.0,0.0,10.319,8.066,0.0,0.0,0.0,1.0,3.33,2.133,0.0,8.337,0.0,0.0,2
4.523,4.0241,0.0,0.0,0.0,0.0,0.0,31.6,2.0,3.0,0.0,-0.913,3.082,1.837,9.454,6.0,1.021,1.142,0.0,0.0,0.0,1.121,0.0,0.0,0.0,0.0,2.074,0.048,0.0,20.676,2.57,0.0,0.0,0.0,0.0,3.494,3.093,0.0,7.912,0.0,0.0,2
4.475,3.5408,0.0,0.0,0.0,0.0,0.0,32.4,2.0,4.0,0.0,-0.855,4.103,3.664,10.32,6.0,0.982,1.14,0.0,0.0,0.0,1.181,0.0,0.0,0.0,0.0,2.105,0.0,0.0,23.157,9.847,0.0,0.0,0.0,0.0,3.474,2.083,0.0,8.622,0.0,0.0,2
4.836,5.6969,0.0,0.0,0.0,0.0,0.0,32.5,6.0,6.0,0.0,-0.851,4.293,2.929,10.906,17.0,0.989,1.14,0.0,0.0,0.0,1.178,0.0,0.0,0.0,0.0,2.262,0.0,0.0,37.824,4.685,0.0,0.0,0.0,0.0,3.526,2.268,0.0,8.951,0.0,0.0,2
4.476,3.7418,0.0,0.0,0.0,0.0,0.0,30.0,3.0,2.0,0.0,-0.195,2.917,1.5,9.345,2.0,0.998,1.146,0.0,0.0,0.0,1.153,0.0,0.0,0.0,0.0,2.042,-0.079,0.0,10.191,2.34,0.0,0.0,0.0,0.0,3.389,2.625,0.0,7.628,0.0,0.0,2
4.235,3.3919,0.0,0.0,0.0,0.0,0.0,28.6,2.0,3.0,0.0,-0.255,3.039,1.975,9.118,1.0,1.014,1.149,0.0,0.0,0.0,1.124,0.0,0.0,0.0,0.0,1.962,0.048,0.0,10.129,3.449,0.0,0.0,0.0,0.0,3.35,2.685,0.0,7.677,0.0,0.0,2
4.38,3.3996,0.0,0.0,0.0,0.0,0.0,30.8,1.0,4.0,0.0,-1.068,3.345,2.252,9.625,5.0,1.019,1.144,0.0,0.0,0.0,1.138,0.0,0.0,0.0,0.0,2.044,-0.008,0.0,20.772,4.178,0.0,0.0,0.0,1.0,3.379,3.028,0.0,8.09,0.0,0.0,2
4.412,3.4435,0.0,0.0,0.0,0.0,0.0,33.9,2.0,4.0,0.0,-0.268,4.587,4.437,10.757,8.0,0.974,1.137,0.0,0.0,0.0,1.208,0.0,0.0,0.0,0.0,2.086,0.0,0.0,23.892,17.114,0.0,0.0,0.0,0.0,3.395,1.899,0.0,9.075,0.0,0.0,2
4.243,3.0402,0.0,0.0,0.0,0.0,0.0,31.3,0.0,4.0,0.0,-1.48,3.477,2.522,9.716,4.0,1.008,1.143,0.0,0.0,0.0,1.139,0.0,0.0,0.0,0.0,2.0,-0.002,0.0,20.288,5.475,0.0,0.0,0.0,2.0,3.337,2.952,0.0,8.169,0.0,0.0,2
4.237,3.0152,0.0,0.0,0.0,0.0,0.0,31.8,0.0,4.0,0.0,-1.396,3.699,2.948,9.917,4.0,0.995,1.142,0.0,0.0,0.0,1.158,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.53,7.174,0.0,0.0,0.0,2.0,3.335,2.63,0.0,8.317,0.0,0.0,2
4.412,3.7308,0.0,0.0,0.0,0.0,0.0,30.6,2.0,8.0,0.0,-0.554,4.201,3.774,10.379,8.0,1.002,1.144,0.0,0.0,0.0,1.146,0.0,0.0,0.0,0.0,2.085,0.0,0.0,23.21,10.723,0.0,0.0,0.0,0.0,3.397,2.311,0.0,8.752,0.0,0.0,2
4.544,3.9936,0.0,0.0,0.0,0.0,0.0,30.4,2.0,4.0,0.0,-1.072,3.272,2.187,9.59,6.0,1.027,1.145,0.0,0.0,0.0,1.142,0.0,0.0,0.0,0.0,2.101,0.015,0.0,21.21,3.207,0.0,0.0,0.0,0.0,3.486,2.985,0.0,8.051,0.0,0.0,2
4.399,3.455,1.0,0.0,0.0,0.0,0.0,32.3,2.0,4.0,0.0,-0.228,4.363,4.044,10.513,8.0,0.979,1.138,0.0,0.0,0.0,1.202,0.0,0.0,0.0,0.0,2.08,0.0,0.0,23.602,12.745,0.0,0.0,0.0,0.0,3.645,1.976,0.0,9.017,0.0,0.0,2
4.706,4.2802,0.0,0.0,0.0,0.0,0.0,30.0,2.0,4.0,0.0,-1.853,3.192,1.922,9.565,2.0,1.036,1.146,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,2.127,-0.028,0.0,20.872,2.691,0.0,0.0,0.0,0.0,3.586,3.133,0.0,8.016,0.0,0.0,2
4.67,4.0218,0.0,0.0,0.0,0.0,0.0,33.3,3.0,2.0,0.0,0.218,3.447,2.21,9.961,7.0,0.983,1.139,0.0,0.0,0.0,1.203,0.0,0.0,0.0,0.0,2.147,-0.002,0.0,11.115,3.769,0.0,0.0,0.0,0.0,3.53,2.262,0.0,8.143,0.0,0.0,2
4.644,3.7043,0.0,0.0,0.0,0.0,0.0,33.3,2.0,2.0,0.0,0.185,3.146,1.922,9.536,6.0,0.993,1.139,0.0,0.0,0.0,1.197,0.0,0.0,0.0,0.0,2.089,-0.025,0.0,10.696,3.237,0.0,0.0,0.0,0.0,3.525,2.533,0.0,7.913,0.0,0.0,2
4.644,3.122,0.0,0.0,0.0,0.0,0.0,33.3,2.0,2.0,0.0,0.238,3.939,3.418,10.195,6.0,0.973,1.138,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,2.094,0.0,0.0,11.181,9.52,0.0,0.0,0.0,0.0,3.525,1.931,0.0,8.459,0.0,0.0,2
4.343,3.9399,0.0,0.0,0.0,0.0,0.0,33.3,0.0,4.0,0.0,-2.514,3.047,1.5,9.309,4.0,1.09,1.139,0.0,0.0,0.0,1.108,0.0,0.0,0.0,0.0,2.0,-0.097,0.0,19.107,2.682,0.0,0.0,0.0,2.0,3.519,4.167,0.0,8.016,0.0,0.0,2
4.17,3.2723,0.0,0.0,0.0,0.0,0.0,22.2,1.0,3.0,0.0,-1.19,2.555,0.971,8.597,0.0,1.083,1.162,0.0,0.0,0.0,1.018,0.0,0.0,0.0,0.0,1.848,0.46,0.0,9.118,1.542,0.0,0.0,0.0,2.0,3.333,4.433,0.0,7.299,0.0,0.0,2
4.588,4.0275,0.0,0.0,0.0,0.0,0.0,32.0,3.0,3.0,0.0,-0.579,3.256,1.859,9.768,5.0,1.007,1.141,0.0,0.0,0.0,1.174,0.0,0.0,0.0,0.0,2.12,0.014,0.0,21.203,3.114,0.0,0.0,0.0,0.0,3.48,2.833,0.0,8.066,0.0,0.0,2
4.17,3.3821,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,2.0,0.56,2.559,0.971,8.597,0.0,0.987,1.133,0.0,0.0,0.0,1.332,0.0,0.0,0.0,0.0,1.848,0.401,0.0,0.0,1.542,0.0,0.0,1.0,0.0,3.452,3.033,1.0,7.564,0.0,0.0,2
5.098,3.8431,1.0,0.0,0.0,0.0,0.0,17.6,0.0,3.0,0.0,0.0,3.176,1.5,9.872,3.0,1.041,1.159,0.0,0.0,0.0,1.131,0.0,0.0,0.0,0.0,2.112,-0.085,0.0,19.811,2.472,0.0,0.0,1.0,2.0,4.692,3.552,1.0,9.315,0.0,0.0,2
4.214,3.5181,1.0,0.0,0.0,0.0,0.0,27.3,1.0,2.0,0.0,-0.738,2.953,1.459,8.755,1.0,1.057,1.146,0.0,0.0,0.0,1.174,0.0,0.0,1.0,0.0,1.902,-0.263,0.0,9.587,2.052,0.0,0.0,0.0,0.0,3.815,3.296,0.0,8.172,0.0,1.0,2
5.098,3.1338,1.0,0.0,0.0,0.0,0.0,27.3,1.0,4.0,0.0,0.0,3.72,2.911,10.229,4.0,0.992,1.145,0.0,0.0,0.0,1.168,0.0,0.0,0.0,0.0,2.121,0.0,0.0,10.364,6.651,0.0,0.0,0.0,2.0,4.45,2.459,0.0,9.153,0.0,0.0,2
4.372,3.4629,0.0,0.0,0.0,0.0,0.0,38.5,2.0,0.0,0.0,2.495,3.129,1.922,9.494,0.0,0.964,1.128,0.0,0.0,0.0,1.288,0.0,0.0,0.0,0.0,2.031,-0.023,0.0,0.0,3.412,0.0,0.0,0.0,0.0,3.363,2.033,0.0,7.909,0.0,0.0,2
4.17,2.2197,0.0,0.0,0.0,0.0,0.0,27.3,1.0,2.0,0.0,0.0,2.507,1.393,8.723,1.0,1.028,1.151,0.0,0.0,0.0,1.018,1.0,0.0,0.0,0.0,2.214,-0.228,0.0,0.0,1.542,0.0,0.0,0.0,1.0,3.325,2.767,0.0,7.303,0.0,0.0,2
3.802,2.8425,0.0,0.0,0.0,0.0,0.0,31.6,2.0,1.0,0.0,0.0,2.746,1.95,8.394,1.0,0.98,1.142,0.0,0.0,0.0,1.169,0.0,0.0,0.0,0.0,1.848,0.129,0.0,0.0,2.885,0.0,0.0,0.0,1.0,3.104,2.357,0.0,7.119,0.0,0.0,2
4.235,3.0785,0.0,0.0,0.0,0.0,0.0,28.0,2.0,2.0,0.0,0.0,2.975,1.975,9.118,2.0,0.989,1.15,0.0,0.0,0.0,1.137,0.0,0.0,0.0,0.0,1.962,0.043,0.0,0.0,3.449,0.0,0.0,0.0,1.0,3.112,2.315,0.0,7.316,0.0,0.0,2
4.752,3.995,0.0,0.0,0.0,0.0,0.0,31.0,4.0,6.0,0.0,-0.307,3.987,3.022,10.465,10.0,1.0,1.143,0.0,0.0,0.0,1.149,0.0,0.0,0.0,0.0,2.161,0.0,0.0,23.23,8.486,0.0,0.0,0.0,0.0,3.451,2.375,0.0,8.618,0.0,0.0,2
4.618,4.7233,0.0,0.0,0.0,0.0,0.0,33.3,2.0,4.0,0.0,-1.035,3.305,1.79,9.768,6.0,1.035,1.139,0.0,0.0,0.0,1.163,0.0,0.0,0.0,0.0,2.136,0.016,0.0,20.666,2.612,0.0,0.0,0.0,0.0,3.493,3.152,0.0,8.202,0.0,0.0,2
4.562,4.1592,1.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,-0.713,2.978,0.918,9.184,0.0,1.082,1.175,0.0,0.0,0.0,1.152,0.0,0.0,0.0,0.0,2.0,-0.274,0.0,9.461,1.521,0.0,0.0,0.0,4.0,4.307,4.148,2.0,8.83,0.0,0.0,2
4.77,2.8938,0.0,0.0,0.0,0.0,2.0,41.7,3.0,0.0,0.0,0.0,3.164,1.185,9.882,0.0,0.966,1.121,0.0,0.0,0.0,1.299,1.0,0.0,0.0,0.0,2.236,0.012,0.0,0.0,1.74,0.0,0.0,0.0,0.0,3.646,1.867,0.0,8.083,0.0,0.0,2
4.517,2.6422,0.0,0.0,2.0,0.0,1.0,40.0,1.0,0.0,1.0,0.0,3.073,1.409,9.391,0.0,0.976,1.129,0.0,0.0,0.0,1.266,1.0,0.0,0.0,0.0,2.149,-0.024,0.0,0.0,2.036,0.0,0.0,1.0,2.0,3.553,2.074,1.0,7.884,0.0,0.0,2
4.414,3.135,0.0,0.0,0.0,0.0,1.0,46.2,0.0,1.0,0.0,0.0,2.884,0.802,9.183,2.0,0.998,1.112,0.0,0.0,0.0,1.264,1.0,0.0,0.0,0.0,2.101,-0.08,0.0,0.0,0.975,0.0,1.0,0.0,1.0,3.566,2.524,0.0,7.811,0.0,0.0,2
4.732,3.3319,0.0,0.0,0.0,0.0,2.0,42.9,0.0,2.0,0.0,0.0,3.025,0.875,9.579,4.0,1.022,1.119,0.0,0.0,0.0,1.219,1.0,0.0,0.0,0.0,2.194,0.047,0.0,0.0,0.854,0.0,2.0,0.0,2.0,3.67,2.917,0.0,8.008,0.0,0.0,2
4.607,3.1517,0.0,0.0,0.0,0.0,2.0,41.2,0.0,2.0,0.0,0.0,3.118,1.187,9.631,4.0,1.011,1.122,0.0,0.0,0.0,1.214,1.0,0.0,0.0,0.0,2.194,-0.026,0.0,0.0,1.544,0.0,2.0,0.0,1.0,3.649,2.537,0.0,8.058,0.0,0.0,2
4.898,3.1976,0.0,0.0,0.0,0.0,3.0,40.7,0.0,2.0,0.0,0.0,3.451,1.546,10.067,4.0,0.994,1.123,0.0,0.0,0.0,1.248,1.0,0.0,0.0,0.0,2.305,-0.002,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.729,2.192,0.0,8.364,0.0,0.0,2
4.97,3.567,3.0,0.0,0.0,0.0,4.0,46.2,0.0,1.0,0.0,0.0,3.66,0.861,10.06,2.0,1.073,1.099,0.0,0.0,0.0,1.334,1.0,0.0,1.0,0.0,2.307,0.015,0.0,0.0,0.962,0.0,4.0,0.0,1.0,4.106,2.9,0.0,9.154,0.0,3.0,2
4.782,2.9304,0.0,0.0,0.0,0.0,2.0,43.5,2.0,1.0,0.0,0.0,3.294,1.273,9.947,2.0,0.984,1.117,0.0,0.0,0.0,1.28,1.0,0.0,0.0,0.0,2.251,-0.007,0.0,10.288,1.951,0.0,0.0,0.0,0.0,3.671,2.333,0.0,8.238,0.0,0.0,2
4.869,3.2685,0.0,0.0,0.0,0.0,3.0,40.9,1.0,3.0,0.0,0.0,3.404,1.528,10.009,6.0,1.018,1.123,0.0,0.0,0.0,1.22,1.0,0.0,0.0,0.0,2.29,0.004,0.0,10.337,1.945,0.0,2.0,0.0,1.0,3.743,2.75,0.0,8.362,0.0,0.0,2
5.156,2.4524,0.0,0.0,0.0,0.0,4.0,55.6,0.0,6.0,0.0,-3.296,3.788,0.75,10.813,16.0,1.103,1.093,0.0,0.0,0.0,1.225,6.0,0.0,0.0,0.0,2.532,0.0,0.0,44.736,1.508,0.0,0.0,0.0,0.0,3.986,3.271,0.0,9.007,4.0,0.0,2
5.072,3.2754,0.0,0.0,0.0,0.0,2.0,40.0,2.0,4.0,0.0,-1.016,3.678,1.875,10.32,10.0,1.016,1.125,0.0,0.0,0.0,1.21,1.0,0.0,0.0,0.0,2.349,0.0,0.0,23.088,2.707,0.0,0.0,0.0,0.0,3.793,2.667,0.0,8.642,2.0,0.0,2
5.074,2.2282,0.0,0.0,0.0,0.0,3.0,44.2,1.0,4.0,0.0,-1.025,4.037,1.563,10.658,13.0,1.003,1.116,0.0,0.0,0.0,1.243,2.0,0.0,0.0,0.0,2.355,0.0,0.0,24.332,4.684,0.0,0.0,0.0,0.0,3.798,2.406,0.0,9.005,2.0,0.0,2
5.072,3.1939,0.0,0.0,0.0,0.0,2.0,43.8,0.0,4.0,0.0,-1.165,3.808,2.123,10.379,12.0,1.015,1.117,0.0,0.0,0.0,1.235,1.0,0.0,0.0,0.0,2.351,0.0,0.0,23.409,3.342,0.0,0.0,0.0,0.0,3.795,2.704,0.0,8.776,2.0,0.0,2
4.876,3.0864,0.0,0.0,0.0,0.0,2.0,41.7,0.0,4.0,0.0,-0.858,3.571,1.59,10.236,10.0,1.03,1.121,0.0,0.0,0.0,1.203,1.0,0.0,0.0,0.0,2.297,0.001,0.0,22.051,2.573,0.0,0.0,0.0,0.0,3.755,2.833,0.0,8.591,2.0,0.0,2
4.842,2.9844,0.0,0.0,0.0,0.0,2.0,41.7,2.0,2.0,0.0,-0.87,3.39,1.258,10.136,4.0,0.998,1.121,0.0,0.0,0.0,1.238,1.0,0.0,0.0,0.0,2.278,0.004,0.0,10.482,2.113,0.0,0.0,0.0,1.0,3.718,2.611,0.0,8.382,0.0,0.0,2
4.982,2.8539,0.0,0.0,0.0,0.0,2.0,53.3,0.0,3.0,0.0,-1.101,3.39,0.762,10.226,8.0,1.05,1.097,0.0,0.0,0.0,1.249,3.0,0.0,0.0,0.0,2.424,0.004,0.0,21.666,1.027,0.0,0.0,0.0,0.0,3.866,2.924,0.0,8.527,2.0,0.0,2
4.828,2.2467,0.0,0.0,0.0,0.0,2.0,50.0,0.0,4.0,0.0,-1.417,3.838,0.584,10.424,10.0,1.026,1.104,0.0,0.0,0.0,1.248,2.0,0.0,0.0,0.0,2.265,0.0,0.0,22.962,4.401,0.0,0.0,0.0,0.0,3.715,2.648,0.0,8.88,0.0,0.0,2
